"data","label","num_stars"
"Chưa dùng đã bị sự cố,do ban đầu chưa kiểm tra,nhưng thiết nghĩ sản phẩm không đáng bị như vậy làm ảnh hưởng uy tín thương hiệu","0","2"
"Tú lạnh nhanh. Đẹp. Rất đáng tiền","2","5"
"Máy hoạt động tốt, mẫu mã đẹp","2","5"
"Mới mua 1 ngày: Chạy ồn hơn máy lạnh bình thường và đèn bên trong bị hỏng, không sáng.","0","2"
"Bề ngoài thì ổn , làm lạnh tốt , có cái ni không tốt bao ồn , ron cửa bung hoài , gọi bảo hành thì nói tiếng kêu bình thường , ron thì họ dán keo hai mặt , lúc cửa đóng chặt lúc thì không đóng được , vì cái ron bị bung , hao điện hơn tủ VN mình nha","0","2"
"Tủ lạnh mua r sài rất ok máy chạy ên cho shop 5 sao vì chất lượng phục vụ, tủ lạnh tốt mẫu mã đẹp chất lượng khỏi bàn vì rất xịn xò nên mua nha mn","2","5"
"Tủ ồn kinh khủng đêm inh tai ngủ ko nổi Tosiba càng ngày càng giảm chất lượng . Mong DMX làm việc với nhà cung cấp như nào chứ như này thiệt cho người tiêu dùng quá. Bỏ tiền ra mua xong tủ kém chất lượng thì người mua phải chịu hết","0","2"
"Sản phẩm tốt phục vụ tốt","2","5"
"Tôi rất ưng ý với sản phẩm này","2","5"
"Mới mua dc hon 1 tháng mà ngăn mát bị bong cái rong nên mất lực hút cứ dùng tay ấy cái rong vào thì lực hút yếu kêu người đến bảo hành thì bảo nó chỉ dc vậy thôi nghe chán ! Mong hãng đến bảo hành lại chứ thế này ko ưng 1 tí nào lúc mớimang đến tủ xước cạnh nhưng nghĩ xước thôi ko sao gườ dùng cứ cảm giác như tủ củ vậy","0","2"
"Tủ làm đá kém, thịt ôi. Gần nửa tháng rồi mà DMX không xử lý xong. Chỉ hứa suông","0","1"
"Mua về đc 2 ngày đã bong hết đệm cao su ở ngăn mát. Ngày thứ 5 thì ngăn đá bị đọng nước. Ko hiểu sản phẩm. Kiểu gì","0","2"
"Ngăn đông nềm gần như ko có tác dụng. Như ngăn mát thôi 🤔","2","4"
"Dùng êm được 3 ngày tủ cứ xả đá, kêu như máy cày gần 5 phút, ngăn mát không hơi hám gì, bên toshiba xuống sửa xong không kêu nữa nhưng ngăn đá cứ bị tan ra, ngăn mát cũng y cũ, siêu thất vọng","0","2"
"Tủ êm, đẹp, làm lạnh nhanh!","2","4"
"Tủ mua ngày 14/3/2022 chạy kêu như cơm sôi, gọi dmx bảo hành về rồi đến hảng toshiba về nói tiếng gas bình thường. Cái tủ củ tôi vứt đi còn êm hơn cái này. Giờ ko đổi cái mới. Còn nói đổi qua model khác thì mất 20% vãi dmx","0","2"
"Mọi thứ đều ổn máy chạy lạnh nhanh,làm đá nhanh,tủ thiết kế đẹp có mỗi tiếng quạt nghe hơi to cho 4 sao","2","4"
