"data","label","num_stars"
"Sản phẩm dùng tốt, giá cả hợp lý, ngăn tủ rộng để được nhiều đồ","2","4"
"Máy hoạt động tốt, êm, bảo quản thực phẩm tốt và khả năng làm lạnh nhanh","1","3"
"Sản phẩm dùng tốt, ổn, hoạt động êm","2","4"
"Tủ dùng ổn, hoạt động êm nhưng vẫn còn để lại dấu vân tay khi dùng","2","4"
"Sản phẩm dùng tốt, hoạt động êm không gây ồn","2","4"
"Sản phẩm dùng ổn, hoạt động ổn định","1","3"
"Sản phẩm dùng tốt, hoạt động ổn, hài lòng","2","5"
"Sản phẩm dùng tốt , tiết kiệm điện, đã mua đến cái thứ 2 và rất hài lòng","2","5"
"Sản phẩm dùng ổn, bảo quản thực phẩm tốt, tiết kiệm điện","2","5"
"Sản phâm dùng ổn, nhưng khi mở cửa tủ ra vô tiếng động hơi to","1","3"
"Thiết kế tủ đẹp, màu sắc sang trọng không bám vân tay. Tủ rất to và rộng dùng rấ thích","2","5"
"Ok nhé. Rộng rãi thoải mái","2","5"
"Tủ mình để trứng hay tự vỡ","2","4"
"sản phẩm dùng thoải mái rộng rãi, thích thiết kế, bên trong tiện trữ đồ, bảo quản tốt, làm đá nhanh, hoạt động êm","2","5"
"sản phẩm có nhiều chức năng hơn là máy cũ, chỉnh hệ thống dễ hơn, thích vẻ ngoài cũng được, bên trong tủ cũng hơi vấn đề do cái số thông minh nên phải mở đúng cánh, bảo quản tốt, làm đá nhanh do có chức năng, hiện tại máy hơi kêu","2","4"
"sản phẩm tốt, vẻ ngoài được, bên tromg tiện trữ đồ, bảo quản tốt, làm đá cũng được, hoạt động êm, đánh giá 5/5","2","5"
"sản phẩm cũng bình thường, thích vẻ ngoài nhưng mà cái ngăn đông mềm nó bị đông cưng mặc dù đã chỉnh, bên trong tiện trũ đồ, bảo quản tốt, làm đá nhanh, hoạt động êm","2","4"
"sap oke, chỗ để đồ rộng rãi, vẻ ngoài ổn, bên trong tủ tiện trữ đồ, cũng ổn, bảo quản thực phẩm tốt, làm đá không sử dụng nên không để ý, hoạt động lúc đầu thì hơi kêu hiện tại thì tạm","2","5"
"sản phẩm được, vẻ ngoài thích, thiết kế trong tủ nói chung là sản phẩm bị vấn đề là có mùi, không có túi hút mùi riêng, bảo quản thực phẩm được, làm đá nhanh, hoạt động êm","2","4"
"sử dụng hài lòng sản phẩm, vẻ ngoài thích, thiết kế trong tủ tiện trữ đồ, bảo quản thực phẩm xài oke, làm đá cũng không biết do ít ở nhà, hoạt động cũng êm, nói chung oke","2","4"
"xài ổn, thích vẻ ngoài, thiết kế bên trong tiện trữ đồ, bảo quản thực phẩm cũng được nhưng không có ngăn đông mềm, làm đá nhanh, hoạt động cũng êm, nhưng bị nóng hơn dòng khác","2","4"
"sản phẩm rất tốt, thích vẻ ngoài, thiết kế bên trong tiện trữ đồ, bảo quản thực phẩm tốt được, làm đá không để ý, hoạt động cũng tạm ổn","2","5"
"Tôi không biết là tủ nào cũng vậy hay mỗi tủ của tôi. Nhưng lâu lâu tủ sẽ có 1 tiếng nổ thật to, kéo dài mấy tháng nay rồi làm tôi cứ nơm nớp sợ tủ bị nổ hay chập điện. Báo bảo hành thì cũng không biết báo kiểu như thế nào được do lâu lâu mới kêu mà cũng kêu trong máy chứ bên ngoài ko thấy gì được","1","3"
"Thật buồn với cái tủ lạnh. Rất muốn mua đmx vì bảo hành rất tốt. Nhà chưa hoàn thành nhưng vẫn mua tủ về trước vì đc đợt săn sale hôm tháng 11 nhưng chưa ở nên ko để ý. Đến gần tết về nhà mới mới bắt đầu dùng thì tủ đã gần 2 tháng. Và cứ tối đi lm về là muỗi và măn hăn đầy tủ hạnh gọi bảo hàng hãng họ đến lau chùi rồi lại để theo dõi qua tết rồi gọi bảo hành lại. Qua tết gọi đến họ niêm phong tủ 1 tuần muỗi vẫn vào rồi họ bảo họ bít lỗ thông lạnh rồi gì gì đó ko hiểu lắm chắc sẽ ko bị nữa, họ lại bảo cứ để theo dõi. Nhưng vẫn cứ như vậy muỗi vẫn vào cứ mỗi chiều đi lm về mở tủ lạnh đúng thất vọng não nề Ảnh sau 3 lần bảo hành trong đó có 1 tuần niêm phong tủ đó ạ","0","2"
"sử dụng rất êm,bảo quản thưc phẩm rất hiệu quả và đặc biệt có 4 cánh.sử dụng để đồ thoải mái,ko bị mùi ảnh hưởng","2","5"
"Tốt. Sản phẩm ok, sang trọng, để được nhiều vật dụng giá thành quá rẻ so với thiết kế","2","5"
"Tủ thiết kế đẹp! Hoạt động êm, bảo quản thực phẩm tốt Trời nồm tủ lạnh ra nhiều mồ hôi quá","2","4"
"Tủ ok. Chỉ 1 khuyết điểm. Muốn mở Ngăn rau củ quả phải mở cả 2 cách ngăn mát. Hơi bất tiện","2","5"
"Tủ rất đẹp,tiết kiệm điện vì mỗi lần mở cửa lấy đồ chỉ mở 1/4 cánh.tránh tình trạng mở toang sẽ tốn điện hơn.","2","5"
"Tủ này ko có ngăn đông mềm. Ngăn đông âm từ -16 độ -26 độ. Mình cứ nhầm là có thể điều chỉnh âm 2..3 độ thành đông mềm được. Khay làm đá cũng rất buồn cười nhỏ xíu chế nước khó canh. Mà nhiều nó tràn xuống đáy . Đó là 2 khuyết điểm lớn mình thấy. Ngoài ra máy chạy rất êm.ngày đầu nóng bên vách xíu ổn định thì mát lạnh à. Tủ mua online nhưng giao hàng rất đẹp.nội thất tủ đẹp rộng rãi tha hồ để đồ.","2","4"
"Sản phẩm hơi thô Không có ngăn làm đá, khay đá có sẵn không thuận tiện sử dụng Tiết kiệm điên","1","3"
"Mua được 2 tuần rồi, thấy tủ rất êm, 2 hôm đầu tủ bị nóng ở 2 bên cạnh, nhưng giờ ổn định lại rồi, tủ làm mát và làm đá rất nhanh.","2","5"
"Hồng tủ lạnh mình mới mua sử dụng rất tốt thiết kế thì rất đẹp các ngăn để đồ rất tiện lợi máy vận hành ít tiếng ồn màu đẹp đặt vào nhà bếp nhìn rất là sang","2","5"
"Thiết kế , màu sắc đẹp. Dung tích lớn tha hồ trữ đồ ăn! Nhân viên giao hàng nhiệt tình. Giá online rất tốt!","2","4"
"Nhà mình khó lắp đặt mà các bạn điện máy xanh rất nhiệt tình giúp đỡ. Tủ lạnh thì dùng ok lắm. Có mỗi cái khay làm đá thì hơi nhỏ xinh quá😂","2","5"
"Tủ xài tạm ổn nhưng vách cách nhiệt tủ làm quá dởm bị tươm nước ra ngoài, quá chán","0","1"
"Dùng được hơn 1 tháng rồi. Hài lòng với sản phẩm .. Điểm trừ hộp làm đá quá nhỏ","2","4"
"Thấy tủ hoạt động êm, làm lạnh nhanh, đá nhanh. Tiêu thụ điện chưa biết. Kỹ thuật, bán hàng nhiệt tình.","2","4"
"Tủ ok nhưng hiện đang bị đọng sương tại khe hở giữa 2 cánh ngăn đá trong khi cánh tủ đóng chặt. Lý do vì sao vậy ? .","2","4"
"Bán cho khách hàng cái tủ bị móp Yêu cầu đổi tủ mới thì hẹn riết không đổi Yêu cầu bhx thu lại cái tủ móp và trả tiền cho khách","0","1"
"1. Tủ lạnh thiết kế đẹp, nhiều ngăn chứa thực phẩm 2. Nhân viên tư vấn và giao hàng nhiệt tình 3. Hai bên hông tủ khá nóng (bên trái nóng hơn bên phải) 4. Khi nhận tủ về có 1 vết xước trên cánh tủ (không biết do vận chuyển hay từ nhà sản xuất)","2","4"
"Tủ nhấp nháy đen này là do nguyên nhân gì nhỉ? Thỉnh thoảng lại như vậy, chưa biết nguyên nhân. Mong được trợ giúp. Xin cảm ơn","2","5"
"Nhà mình mua tủ cuối tháng 7. Mấy ngày gần đây tủ bị đọng rất nhiều nước ở ngăn mát ảnh hưởng tới đồ trong tủ. ĐMX cho hỏi có phải lỗi không ạ.","2","4"
"Vừa ship tủ đến còn chưa cắm điện sử dụng đã phát hiện ra lỗi 2 cánh tủ lệch nhau , kiến nghị lên xuống đôi co các kiểu mới cho đổi tủ khác, dùng 1 tháng thì ngăn mát k mát, đồ ăn ôi thiu nhanh , kiến nghị lên có Ng đến kiểm tra bảo lỗi k làm mát được , bị kẹt k làm mát được, sau đó trung tâm gọi lại là sẽ đổi tủ khác cho, r đùng đùng mang đồ vào sửa k báo lại khi tôi vắng nhà ( k liên hệ trước vào nhà sửa lại) tôi có kiến nghị lại thì trung tâm nghe xong k thấy liên hệ lại nữa, thật sự là trước khi mua 1 cái gì mng nên tham khảo Ng dùng trước hay. Mua sản phẩm về để tránh rước bực mình vào ng , kiểu tiền mất tật mạng","0","1"
"cho hỏi tủ lạnh có tiếng kêu khi hoạt động có vấn đề gì không mà thấy mọi người đánh giá chạy êm ái","2","4"
"1 tháng dùng thử mình thấy máy chạy êm, ngăn mùi tốt , mình rất hài lòng về chất lượng . Mẫu mã cũng đẹp nhìn sang , màu này nhìn tôn nhà lắm nha mọi người , nên mua .","2","5"
"Mới mua tủ được gần 1 tháng. Về cơ bản rất hài lòng về sản phẩm. Gia đình mình chủ yếu đều thích dùng đồ điện tử của samsung. Nhiều tính năng mà dùng bền. Tủ 4 cánh này mẫu mới mà 2 dàn dùng rất tiện lợi. Để đồ thoải mái. Tủ chạy rất êm. Nên mua mọi ngừoi ạ.","2","5"
"Mới dùng gần 1 tháng nhà mình mua con này dùng êm hẳn cái tủ cũ, thiết kế đẹp, nghe các bạn ý tư vấn ngăn mùi tốt mình dùng thấy thế thật . Rất hài lòng về sản phẩm","2","5"
"Mình mời xài tủ được 1 tháng. Theo cá nhân mình luôn tin tưởng các sản phẩm của hãng samsung. Được các bạn nhân viên nhiệt tình tư vấn mẫu mới nhất năm nay. Tủ chạy rất êm. Làm lạnh nhanh quan trọng rau . Thức ăn mình để lâu mat vẫn tươi ngon. Rất hài lòng về tủ này.","2","5"
